Sender;Ngram;Count
Maverick.4444;('t', 'h', 'i');1
Maverick.4444;('h', 'i', 's');1
Maverick.4444;('i', 's', ' ');1
Maverick.4444;('s', ' ', 'c');1
Maverick.4444;(' ', 'c', 'h');1
Maverick.4444;('c', 'h', 'a');1
Maverick.4444;('a', 'n', 'n');1
Maverick.4444;('n', 'n', 'e');1
Maverick.4444;('n', 'e', 'l');1
Maverick.4444;('e', 'l', '?');1
Mike.Jonson;('Y', 'e', 't');1
Mike.Jonson;('e', 't', ' ');1
Mike.Jonson;('t', ' ', 'm');2
Mike.Jonson;(' ', 'm', 'a');3
Mike.Jonson;('m', 'a', 'y');1
Mike.Jonson;('a', 'y', 'b');1
Mike.Jonson;('y', 'b', 'e');1
Mike.Jonson;('b', 'e', ' ');2
Mike.Jonson;('e', ' ', 'n');1
Mike.Jonson;(' ', 'n', 'o');4
Mike.Jonson;('n', 'o', 't');1
Mike.Jonson;('o', 't', ' ');1
Mike.Jonson;('t', ' ', 's');2
Mike.Jonson;(' ', 's', 'm');1
Mike.Jonson;('s', 'm', 'a');1
Mike.Jonson;('m', 'a', 'r');1
Mike.Jonson;('a', 'r', 't');1
Mike.Jonson;('r', 't', '.');1
Mike.Jonson;('t', '.', ' ');3
Mike.Jonson;('.', ' ', 'G');1
Mike.Jonson;(' ', 'G', 'o');1
Mike.Jonson;('G', 'o', 'o');1
Mike.Jonson;('o', 'o', 'd');1
Mike.Jonson;('o', 'd', ' ');1
Mike.Jonson;('d', ' ', 'p');1
Mike.Jonson;(' ', 'p', 'o');1
Mike.Jonson;('p', 'o', 'i');1
Mike.Jonson;('o', 'i', 'n');1
Mike.Jonson;('i', 'n', 't');1
Mike.Jonson;('n', 't', '.');1
Mike.Jonson;('.', ' ', 'n');1
Mike.Jonson;(' ', 'n', 'a');2
Mike.Jonson;('n', 'a', 'n');1
Mike.Jonson;('a', 'n', ' ');1
Mike.Jonson;('n', ' ', 'S');1
Mike.Jonson;(' ', 'S', 'o');2
Mike.Jonson;('S', 'o', ' ');2
Mike.Jonson;('o', ' ', 'w');2
Mike.Jonson;(' ', 'w', 'h');5
Mike.Jonson;('w', 'h', 'a');3
Mike.Jonson;('h', 'a', 't');7
Mike.Jonson;('a', 't', "'");2
Mike.Jonson;('t', "'", 's');2
Mike.Jonson;("'", 's', ' ');2
Mike.Jonson;('s', ' ', 'u');1
Mike.Jonson;(' ', 'u', 'p');1
Mike.Jonson;('u', 'p', ' ');1
Mike.Jonson;('p', ' ', 'd');1
Mike.Jonson;(' ', 'd', 'o');10
Mike.Jonson;('d', 'o', 'g');1
Mike.Jonson;('o', 'g', '?');1
Mike.Jonson;('g', '?', ' ');1
Mike.Jonson;('?', ' ', 'H');1
Mike.Jonson;(' ', 'H', 'i');1
Mike.Jonson;('H', 'i', ' ');1
Mike.Jonson;('i', ' ', 'S');1
Mike.Jonson;(' ', 'S', 'a');1
Mike.Jonson;('S', 'a', 'd');1
Mike.Jonson;('a', 'd', 'i');2
Mike.Jonson;('d', 'i', 'e');2
Mike.Jonson;('i', 'e', '.');2
Mike.Jonson;('e', '.', ' ');4
Mike.Jonson;('.', ' ', 'I');5
Mike.Jonson;(' ', 'I', ' ');9
Mike.Jonson;('I', ' ', 'a');2
Mike.Jonson;(' ', 'a', 'm');2
Mike.Jonson;('a', 'm', ' ');2
Mike.Jonson;('m', ' ', 's');1
Mike.Jonson;(' ', 's', 'h');1
Mike.Jonson;('s', 'h', 'y');1
Mike.Jonson;('h', 'y', '.');1
Mike.Jonson;('y', '.', ' ');2
Mike.Jonson;('.', ' ', 'N');1
Mike.Jonson;(' ', 'N', 'o');2
Mike.Jonson;('N', 'o', ' ');1
Mike.Jonson;('o', ' ', 's');2
Mike.Jonson;(' ', 's', 'o');6
Mike.Jonson;('s', 'o', 'r');3
Mike.Jonson;('o', 'r', 'r');1
Mike.Jonson;('r', 'r', 'y');1
Mike.Jonson;('r', 'y', '.');1
Mike.Jonson;('I', ' ', 'd');4
Mike.Jonson;('d', 'o', 'n');3
Mike.Jonson;('o', 'n', "'");3
Mike.Jonson;('n', "'", 't');3
Mike.Jonson;("'", 't', ' ');3
Mike.Jonson;('t', ' ', 'k');2
Mike.Jonson;(' ', 'k', 'n');2
Mike.Jonson;('k', 'n', 'o');2
Mike.Jonson;('n', 'o', 'w');4
Mike.Jonson;('o', 'w', ' ');3
Mike.Jonson;('w', ' ', 'm');1
Mike.Jonson;('m', 'a', 'n');3
Mike.Jonson;('a', 'n', 'y');1
Mike.Jonson;('n', 'y', ' ');1
Mike.Jonson;('y', ' ', 'l');1
Mike.Jonson;(' ', 'l', 'a');1
Mike.Jonson;('l', 'a', 'd');1
Mike.Jonson;('i', 'e', 's');1
Mike.Jonson;('e', 's', '.');1
Mike.Jonson;('s', '.', ' ');1
Mike.Jonson;('.', ' ', 'T');3
Mike.Jonson;(' ', 'T', 'h');6
Mike.Jonson;('T', 'h', 'i');2
Mike.Jonson;('h', 'i', 's');2
Mike.Jonson;('i', 's', ' ');4
Mike.Jonson;('s', ' ', 'i');4
Mike.Jonson;(' ', 'i', 's');2
Mike.Jonson;('s', ' ', 'a');2
Mike.Jonson;(' ', 'a', ' ');5
Mike.Jonson;('a', ' ', 'w');1
Mike.Jonson;(' ', 'w', 'i');3
Mike.Jonson;('w', 'i', 'l');3
Mike.Jonson;('i', 'l', 'd');1
Mike.Jonson;('l', 'd', ' ');1
Mike.Jonson;('d', ' ', 'g');1
Mike.Jonson;(' ', 'g', 'u');2
Mike.Jonson;('g', 'u', 'e');2
Mike.Jonson;('u', 'e', 's');3
Mike.Jonson;('e', 's', 's');3
Mike.Jonson;('s', 's', ' ');3
Mike.Jonson;('s', ' ', 'b');1
Mike.Jonson;(' ', 'b', 'u');2
Mike.Jonson;('b', 'u', 't');1
Mike.Jonson;('u', 't', ' ');1
Mike.Jonson;('t', ' ', 'd');4
Mike.Jonson;('d', 'o', ' ');5
Mike.Jonson;('o', ' ', 'y');3
Mike.Jonson;(' ', 'y', 'o');10
Mike.Jonson;('y', 'o', 'u');10
Mike.Jonson;('o', 'u', ' ');9
Mike.Jonson;('u', ' ', 'h');1
Mike.Jonson;(' ', 'h', 'a');2
Mike.Jonson;('h', 'a', 'v');2
Mike.Jonson;('a', 'v', 'e');2
Mike.Jonson;('v', 'e', ' ');2
Mike.Jonson;('e', ' ', 'a');3
Mike.Jonson;('a', ' ', 'r');1
Mike.Jonson;(' ', 'r', 'o');1
Mike.Jonson;('r', 'o', 'o');1
Mike.Jonson;('o', 'o', 'm');1
Mike.Jonson;('o', 'm', 'i');2
Mike.Jonson;('m', 'i', 'e');1
Mike.Jonson;('e', '.', '.');2
Mike.Jonson;('.', '.', '.');2
Mike.Jonson;('.', '.', '?');1
Mike.Jonson;('.', '?', ' ');1
Mike.Jonson;('?', ' ', 'B');1
Mike.Jonson;(' ', 'B', 'i');1
Mike.Jonson;('B', 'i', 'n');1
Mike.Jonson;('i', 'n', 'g');5
Mike.Jonson;('n', 'g', 'o');1
Mike.Jonson;('g', 'o', ' ');1
Mike.Jonson;('o', ' ', 'b');1
Mike.Jonson;('b', 'u', 'z');1
Mike.Jonson;('u', 'z', 'z');1
Mike.Jonson;('z', 'z', 'w');1
Mike.Jonson;('z', 'w', 'o');1
Mike.Jonson;('w', 'o', 'r');1
Mike.Jonson;('o', 'r', 'd');1
Mike.Jonson;('r', 'd', ' ');1
Mike.Jonson;('d', ' ', 'q');1
Mike.Jonson;(' ', 'q', 'u');2
Mike.Jonson;('q', 'u', 'a');1
Mike.Jonson;('u', 'a', 'r');1
Mike.Jonson;('a', 'r', 'a');1
Mike.Jonson;('r', 'a', 'n');2
Mike.Jonson;('a', 'n', 't');3
Mike.Jonson;('n', 't', 'i');1
Mike.Jonson;('t', 'i', 'n');2
Mike.Jonson;('i', 'n', 'e');1
Mike.Jonson;('n', 'e', ' ');1
Mike.Jonson;('e', ' ', ' ');1
Mike.Jonson;(' ', ' ', 'a');1
Mike.Jonson;(' ', 'a', 'n');3
Mike.Jonson;('a', 'n', 'd');3
Mike.Jonson;('n', 'd', ' ');4
Mike.Jonson;('d', ' ', 's');1
Mike.Jonson;('s', 'o', 'c');1
Mike.Jonson;('o', 'c', 'i');1
Mike.Jonson;('c', 'i', 'a');1
Mike.Jonson;('i', 'a', 'l');1
Mike.Jonson;('a', 'l', ' ');1
Mike.Jonson;('l', ' ', 'd');1
Mike.Jonson;(' ', 'd', 'i');1
Mike.Jonson;('d', 'i', 's');1
Mike.Jonson;('i', 's', 't');1
Mike.Jonson;('s', 't', 'a');1
Mike.Jonson;('t', 'a', 'n');1
Mike.Jonson;('a', 'n', 'c');1
Mike.Jonson;('n', 'c', 'e');1
Mike.Jonson;('c', 'e', '?');1
Mike.Jonson;('e', '?', ' ');3
Mike.Jonson;('?', ' ', 'W');2
Mike.Jonson;(' ', 'W', 'h');2
Mike.Jonson;('W', 'h', 'a');2
Mike.Jonson;('a', 't', ' ');6
Mike.Jonson;('o', ' ', 'u');1
Mike.Jonson;(' ', 'u', ' ');1
Mike.Jonson;('u', ' ', 'l');1
Mike.Jonson;(' ', 'l', 'i');1
Mike.Jonson;('l', 'i', 'k');1
Mike.Jonson;('i', 'k', 'e');1
Mike.Jonson;('k', 'e', ' ');1
Mike.Jonson;('e', ' ', 't');1
Mike.Jonson;(' ', 't', 'o');8
Mike.Jonson;('t', 'o', ' ');7
Mike.Jonson;('o', ' ', 'd');1
Mike.Jonson;('o', ' ', 't');1
Mike.Jonson;('o', ' ', 'k');1
Mike.Jonson;(' ', 'k', 'i');1
Mike.Jonson;('k', 'i', 'l');1
Mike.Jonson;('i', 'l', 'l');3
Mike.Jonson;('l', 'l', ' ');4
Mike.Jonson;('l', ' ', 't');1
Mike.Jonson;(' ', 't', 'i');1
Mike.Jonson;('t', 'i', 'm');1
Mike.Jonson;('i', 'm', 'e');1
Mike.Jonson;('m', 'e', '?');1
Mike.Jonson;('o', 'r', 't');2
Mike.Jonson;('r', 't', ' ');2
Mike.Jonson;('t', ' ', 'o');1
Mike.Jonson;(' ', 'o', 'f');1
Mike.Jonson;('o', 'f', ' ');1
Mike.Jonson;('f', ' ', '\\');1
Mike.Jonson;(' ', '\\', 'h');1
Mike.Jonson;('\\', 'h', 'u');1
Mike.Jonson;('h', 'u', 'm');1
Mike.Jonson;('u', 'm', 'a');1
Mike.Jonson;('a', 'n', 's');1
Mike.Jonson;('n', 's', '\\');1
Mike.Jonson;('s', '\\', '"');1
Mike.Jonson;('\\', '"', ' ');1
Mike.Jonson;('"', ' ', 'a');1
Mike.Jonson;(' ', 'a', 'r');1
Mike.Jonson;('a', 'r', 'e');1
Mike.Jonson;('r', 'e', ' ');1
Mike.Jonson;('e', ' ', 'y');1
Mike.Jonson;('u', ' ', 'i');1
Mike.Jonson;(' ', 'i', 'n');2
Mike.Jonson;('i', 'n', ' ');2
Mike.Jonson;('n', ' ', '2');1
Mike.Jonson;(' ', '2', '?');1
Mike.Jonson;('2', '?', '"');1
Mike.Jonson;('?', '"', ' ');1
Mike.Jonson;('"', ' ', 'D');1
Mike.Jonson;(' ', 'D', 'o');1
Mike.Jonson;('D', 'o', ' ');1
Mike.Jonson;('u', ' ', 'w');2
Mike.Jonson;(' ', 'w', 'a');2
Mike.Jonson;('w', 'a', 'n');2
Mike.Jonson;('n', 't', ' ');2
Mike.Jonson;('t', ' ', 't');3
Mike.Jonson;('o', ' ', 'a');1
Mike.Jonson;(' ', 'a', 's');1
Mike.Jonson;('a', 's', 'k');1
Mike.Jonson;('s', 'k', ' ');1
Mike.Jonson;('k', ' ', 'm');1
Mike.Jonson;(' ', 'm', 'e');4
Mike.Jonson;('m', 'e', ' ');2
Mike.Jonson;('a', ' ', 's');1
Mike.Jonson;(' ', 's', 'e');2
Mike.Jonson;('s', 'e', 'r');1
Mike.Jonson;('e', 'r', 'i');1
Mike.Jonson;('r', 'i', 'o');1
Mike.Jonson;('i', 'o', 'u');1
Mike.Jonson;('o', 'u', 's');1
Mike.Jonson;('u', 's', ' ');1
Mike.Jonson;('s', ' ', 'q');1
Mike.Jonson;('q', 'u', 'e');1
Mike.Jonson;('e', 's', 't');1
Mike.Jonson;('s', 't', 'i');1
Mike.Jonson;('t', 'i', 'o');1
Mike.Jonson;('i', 'o', 'n');1
Mike.Jonson;('o', 'n', '?');1
Mike.Jonson;('n', '?', ' ');1
Mike.Jonson;('?', ' ', 'T');1
Mike.Jonson;(' ', 'T', 'a');1
Mike.Jonson;('T', 'a', 'l');1
Mike.Jonson;('a', 'l', 'k');1
Mike.Jonson;('l', 'k', ' ');1
Mike.Jonson;('k', ' ', 't');1
Mike.Jonson;('o', ' ', 'c');2
Mike.Jonson;(' ', 'c', 'h');1
Mike.Jonson;('c', 'h', 'a');1
Mike.Jonson;('t', ' ', 'b');1
Mike.Jonson;(' ', 'b', 'o');1
Mike.Jonson;('b', 'o', 't');1
Mike.Jonson;('o', 't', 's');1
Mike.Jonson;('t', 's', ' ');1
Mike.Jonson;('s', ' ', 'w');1
Mike.Jonson;('w', 'h', 'o');2
Mike.Jonson;('h', 'o', ' ');2
Mike.Jonson;('l', ' ', 'a');2
Mike.Jonson;(' ', 'a', 't');2
Mike.Jonson;('a', 't', 't');1
Mike.Jonson;('t', 't', 'e');1
Mike.Jonson;('t', 'e', 'm');1
Mike.Jonson;('e', 'm', 'p');1
Mike.Jonson;('m', 'p', 't');1
Mike.Jonson;('p', 't', ' ');1
Mike.Jonson;(' ', 'c', 'o');3
Mike.Jonson;('c', 'o', 'm');2
Mike.Jonson;('o', 'm', 'p');2
Mike.Jonson;('m', 'p', 'r');1
Mike.Jonson;('p', 'r', 'o');1
Mike.Jonson;('r', 'o', 'm');2
Mike.Jonson;('m', 'i', 's');1
Mike.Jonson;('i', 's', 'e');1
Mike.Jonson;('s', 'e', ' ');2
Mike.Jonson;('e', ' ', 'm');2
Mike.Jonson;('e', ' ', 'T');1
Mike.Jonson;('T', 'h', 'e');1
Mike.Jonson;('h', 'e', ' ');1
Mike.Jonson;('e', ' ', 's');3
Mike.Jonson;('t', ' ', 'w');2
Mike.Jonson;('o', ' ', 'm');3
Mike.Jonson;('a', 'n', 'i');1
Mike.Jonson;('n', 'i', 'p');1
Mike.Jonson;('i', 'p', 'u');1
Mike.Jonson;('p', 'u', 'l');1
Mike.Jonson;('u', 'l', 'a');1
Mike.Jonson;('l', 'a', 't');1
Mike.Jonson;('a', 't', 'e');1
Mike.Jonson;('t', 'e', ' ');2
Mike.Jonson;('m', 'e', '.');2
Mike.Jonson;('.', ' ', 'S');2
Mike.Jonson;(' ', 'S', 'u');1
Mike.Jonson;('S', 'u', 'r');1
Mike.Jonson;('u', 'r', 'e');1
Mike.Jonson;('r', 'e', '.');1
Mike.Jonson;('I', ' ', 'g');1
Mike.Jonson;(' ', 'i', 't');2
Mike.Jonson;('i', 't', ' ');2
Mike.Jonson;('l', ' ', 'b');1
Mike.Jonson;(' ', 'b', 'e');2
Mike.Jonson;('s', 'o', 'm');1
Mike.Jonson;('o', 'm', 'e');1
Mike.Jonson;('m', 'e', 't');1
Mike.Jonson;('e', 't', 'h');1
Mike.Jonson;('t', 'h', 'i');1
Mike.Jonson;('h', 'i', 'n');1
Mike.Jonson;('n', 'g', ' ');3
Mike.Jonson;('g', ' ', 'n');1
Mike.Jonson;('n', 'a', 'u');1
Mike.Jonson;('a', 'u', 'g');1
Mike.Jonson;('u', 'g', 'h');1
Mike.Jonson;('g', 'h', 't');1
Mike.Jonson;('h', 't', 'y');1
Mike.Jonson;('t', 'y', ' ');1
Mike.Jonson;('y', ' ', 'n');1
Mike.Jonson;('o', 'w', '?');1
Mike.Jonson;('w', '?', ' ');1
Mike.Jonson;('?', ' ', 'N');1
Mike.Jonson;('N', 'o', 'p');1
Mike.Jonson;('o', 'p', 'e');1
Mike.Jonson;('p', 'e', '.');1
Mike.Jonson;('m', ' ', 'u');1
Mike.Jonson;(' ', 'u', 's');1
Mike.Jonson;('u', 's', 'e');1
Mike.Jonson;('s', 'e', 'l');1
Mike.Jonson;('e', 'l', 'e');1
Mike.Jonson;('l', 'e', 's');1
Mike.Jonson;('n', ' ', 'b');1
Mike.Jonson;('b', 'e', 'd');1
Mike.Jonson;('e', 'd', '.');1
Mike.Jonson;('d', '.', ' ');1
Mike.Jonson;('.', ' ', 'H');1
Mike.Jonson;(' ', 'H', 'o');1
Mike.Jonson;('H', 'o', 'w');1
Mike.Jonson;('w', ' ', 'e');1
Mike.Jonson;(' ', 'e', 'x');1
Mike.Jonson;('e', 'x', 'c');1
Mike.Jonson;('x', 'c', 'i');1
Mike.Jonson;('c', 'i', 't');1
Mike.Jonson;('i', 't', 'i');1
Mike.Jonson;('g', ' ', 'f');1
Mike.Jonson;(' ', 'f', 'r');1
Mike.Jonson;('f', 'r', 'o');1
Mike.Jonson;('o', 'm', ' ');1
Mike.Jonson;('m', ' ', 'a');1
Mike.Jonson;('a', ' ', 'c');1
Mike.Jonson;('m', 'p', 'l');1
Mike.Jonson;('p', 'l', 'e');2
Mike.Jonson;('l', 'e', 't');1
Mike.Jonson;('e', 't', 'e');1
Mike.Jonson;(' ', 's', 't');1
Mike.Jonson;('s', 't', 'r');1
Mike.Jonson;('t', 'r', 'a');1
Mike.Jonson;('a', 'n', 'g');1
Mike.Jonson;('n', 'g', 'e');1
Mike.Jonson;('g', 'e', 'r');1
Mike.Jonson;('e', 'r', ' ');1
Mike.Jonson;('r', ' ', 'I');1
Mike.Jonson;('o', 'w', '.');2
Mike.Jonson;('w', '.', ' ');2
Mike.Jonson;(' ', 'a', 'l');2
Mike.Jonson;('a', 'l', 'l');1
Mike.Jonson;('a', ' ', 'b');1
Mike.Jonson;(' ', 'b', 'i');1
Mike.Jonson;('b', 'i', 't');1
Mike.Jonson;('t', ' ', 'n');1
Mike.Jonson;(' ', 'n', 'e');2
Mike.Jonson;('n', 'e', 'w');1
Mike.Jonson;('e', 'w', ' ');1
Mike.Jonson;('w', ' ', 'a');1
Mike.Jonson;('d', ' ', 'c');1
Mike.Jonson;('c', 'o', 'n');1
Mike.Jonson;('o', 'n', 'f');1
Mike.Jonson;('n', 'f', 'u');1
Mike.Jonson;('f', 'u', 's');1
Mike.Jonson;('u', 's', 'i');1
Mike.Jonson;('s', 'i', 'n');1
Mike.Jonson;('g', ' ', 't');1
Mike.Jonson;('.', '.', ' ');1
Mike.Jonson;(' ', 'm', 'i');1
Mike.Jonson;('m', 'i', 'n');1
Mike.Jonson;('i', 'n', 'd');1
Mike.Jonson;('d', ' ', 'Y');1
Mike.Jonson;(' ', 'Y', 'e');3
Mike.Jonson;('Y', 'e', 's');3
Mike.Jonson;('e', 's', ' ');3
Mike.Jonson;('s', ' ', 'p');1
Mike.Jonson;(' ', 'p', 'l');1
Mike.Jonson;('l', 'e', 'a');1
Mike.Jonson;('e', 'a', 's');1
Mike.Jonson;('a', 's', 'e');1
Mike.Jonson;('d', ' ', 't');1
Mike.Jonson;(' ', 't', 'h');1
Mike.Jonson;('t', 'h', 'a');1
Mike.Jonson;('h', 'a', 'n');3
Mike.Jonson;('a', 'n', 'k');3
Mike.Jonson;('n', 'k', ' ');3
Mike.Jonson;('k', ' ', 'y');3
Mike.Jonson;('u', ' ', 'Y');2
Mike.Jonson;('s', ' ', 'I');1
Mike.Jonson;('I', ' ', 'n');1
Mike.Jonson;('n', 'e', 'e');1
Mike.Jonson;('e', 'e', 'd');1
Mike.Jonson;('e', 'd', ' ');1
Mike.Jonson;('d', ' ', 'i');1
Mike.Jonson;('i', 't', '.');1
Mike.Jonson;('.', ' ', 'W');1
Mike.Jonson;(' ', 'W', 'i');1
Mike.Jonson;('W', 'i', 't');1
Mike.Jonson;('i', 't', 'h');1
Mike.Jonson;('t', 'h', ' ');1
Mike.Jonson;('h', ' ', 's');1
Mike.Jonson;(' ', 's', 'u');1
Mike.Jonson;('s', 'u', 'g');1
Mike.Jonson;('u', 'g', 'a');1
Mike.Jonson;('g', 'a', 'r');1
Mike.Jonson;('a', 'r', ' ');1
Mike.Jonson;('r', ' ', 'o');1
Mike.Jonson;(' ', 'o', 'n');1
Mike.Jonson;('o', 'n', ' ');1
Mike.Jonson;('n', ' ', 't');1
Mike.Jonson;('t', 'o', 'p');1
Mike.Jonson;('o', 'p', '.');1
Mike.Jonson;('p', '.', ' ');1
Mike.Jonson;('.', ' ', 'O');1
Mike.Jonson;(' ', 'O', 'h');2
Mike.Jonson;('O', 'h', ' ');2
Mike.Jonson;('h', ' ', 'w');1
Mike.Jonson;(' ', 'w', 'o');1
Mike.Jonson;('w', 'o', 'w');1
Mike.Jonson;('T', 'h', 'a');3
Mike.Jonson;('u', ' ', 's');1
Mike.Jonson;('s', 'o', ' ');1
Mike.Jonson;(' ', 'm', 'u');1
Mike.Jonson;('m', 'u', 'c');1
Mike.Jonson;('u', 'c', 'h');1
Mike.Jonson;('c', 'h', '.');1
Mike.Jonson;('h', '.', ' ');1
Mike.Jonson;('o', ' ', 'n');1
Mike.Jonson;('w', ' ', 'w');1
Mike.Jonson;('o', ' ', 'I');1
Mike.Jonson;('d', 'o', '?');1
Mike.Jonson;('o', '?', ' ');1
Mike.Jonson;('?', ' ', 'O');2
Mike.Jonson;('h', ' ', 'n');1
Mike.Jonson;('n', 'o', ' ');1
Mike.Jonson;('o', ' ', 'h');1
Mike.Jonson;('e', ' ', 'I');1
Mike.Jonson;('I', ' ', 'l');1
Mike.Jonson;(' ', 'l', 'o');2
Mike.Jonson;('l', 'o', 's');1
Mike.Jonson;('o', 's', 't');1
Mike.Jonson;('s', 't', ' ');1
Mike.Jonson;('t', ' ', 'y');2
Mike.Jonson;('u', ' ', 'a');1
Mike.Jonson;('a', 'l', 'r');1
Mike.Jonson;('l', 'r', 'e');1
Mike.Jonson;('r', 'e', 'a');1
Mike.Jonson;('e', 'a', 'd');1
Mike.Jonson;('a', 'd', 'y');1
Mike.Jonson;('d', 'y', '?');1
Mike.Jonson;('y', '?', '?');1
Mike.Jonson;('?', '?', '?');1
Mike.Jonson;('?', '?', ' ');1
Mike.Jonson;('?', ' ', 'L');1
Mike.Jonson;(' ', 'L', 'o');1
Mike.Jonson;('L', 'o', 'o');1
Mike.Jonson;('o', 'o', 'k');1
Mike.Jonson;('o', 'k', ' ');1
Mike.Jonson;('k', ' ', 'l');1
Mike.Jonson;('l', 'o', 'n');1
Mike.Jonson;('o', 'n', 'g');1
Mike.Jonson;('n', 'g', 'i');1
Mike.Jonson;('g', 'i', 'n');1
Mike.Jonson;('n', 'g', 'l');1
Mike.Jonson;('g', 'l', 'y');1
Mike.Jonson;('l', 'y', ' ');1
Mike.Jonson;('y', ' ', 'a');1
Mike.Jonson;('s', ' ', 'T');1
Mike.Jonson;('u', ' ', 'O');1
Mike.Jonson;(' ', 'O', 'k');2
Mike.Jonson;('O', 'k', ' ');2
Mike.Jonson;('k', ' ', 'w');1
Mike.Jonson;('s', 'e', 'e');1
Mike.Jonson;('e', 'e', '?');1
Mike.Jonson;('k', ' ', 'T');1
Mike.Jonson;('s', ' ', 'y');1
Mike.Jonson;('o', 'u', 'r');1
Mike.Jonson;('u', 'r', ' ');1
Mike.Jonson;('r', ' ', 'b');1
Mike.Jonson;(' ', 'b', 'a');1
Mike.Jonson;('b', 'a', 'c');1
Mike.Jonson;('a', 'c', 'k');1
Mike.Jonson;('c', 'k', ' ');1
Mike.Jonson;('k', ' ', 's');1
Mike.Jonson;(' ', 's', 'i');1
Mike.Jonson;('s', 'i', 'd');1
Mike.Jonson;('i', 'd', 'e');1
Mike.Jonson;('d', 'e', '?');1
Telegram;('T', 'e', 'l');6
Telegram;('e', 'l', 'e');8
Telegram;('l', 'e', 'g');7
Telegram;('e', 'g', 'r');7
Telegram;('g', 'r', 'a');7
Telegram;('r', 'a', 'm');7
Telegram;('a', 'm', ' ');2
Telegram;('m', ' ', 's');1
Telegram;(' ', 's', 'u');2
Telegram;('s', 'u', 'r');1
Telegram;('u', 'r', 'p');1
Telegram;('r', 'p', 'a');1
Telegram;('p', 'a', 's');1
Telegram;('a', 's', 's');1
Telegram;('s', 's', 'e');1
Telegram;('s', 'e', 'd');1
Telegram;('e', 'd', ' ');10
Telegram;('d', ' ', '5');1
Telegram;(' ', '5', '0');1
Telegram;('5', '0', '0');1
Telegram;('0', '0', ' ');1
Telegram;('0', ' ', 'm');2
Telegram;(' ', 'm', 'i');4
Telegram;('m', 'i', 'l');4
Telegram;('i', 'l', 'l');5
Telegram;('l', 'l', 'i');5
Telegram;('l', 'i', 'o');5
Telegram;('i', 'o', 'n');8
Telegram;('o', 'n', ' ');5
Telegram;('n', ' ', 'a');3
Telegram;(' ', 'a', 'c');3
Telegram;('a', 'c', 't');3
Telegram;('c', 't', 'i');3
Telegram;('t', 'i', 'v');1
Telegram;('i', 'v', 'e');3
Telegram;('v', 'e', ' ');4
Telegram;('e', ' ', 'u');2
Telegram;(' ', 'u', 's');5
Telegram;('u', 's', 'e');4
Telegram;('s', 'e', 'r');4
Telegram;('e', 'r', 's');9
Telegram;('r', 's', '.');2
Telegram;('s', '.', ' ');1
Telegram;('.', ' ', '\\');2
Telegram;(' ', '\\', 'n');3
Telegram;('\\', 'n', ' ');1
Telegram;('n', ' ', '\\');1
Telegram;('\\', 'n', 'I');3
Telegram;('n', 'I', 'n');1
Telegram;('I', 'n', ' ');1
Telegram;('n', ' ', '2');1
Telegram;(' ', '2', '0');1
Telegram;('2', '0', '2');1
Telegram;('0', '2', '1');1
Telegram;('2', '1', ',');1
Telegram;('1', ',', ' ');1
Telegram;(',', ' ', 'm');1
Telegram;(' ', 'm', 'o');2
Telegram;('m', 'o', 'r');2
Telegram;('o', 'r', 'e');3
Telegram;('r', 'e', ' ');5
Telegram;('e', ' ', 't');6
Telegram;(' ', 't', 'h');13
Telegram;('t', 'h', 'a');4
Telegram;('h', 'a', 'n');8
Telegram;('a', 'n', ' ');5
Telegram;('n', ' ', '1');1
Telegram;(' ', '1', '5');1
Telegram;('1', '5', '0');1
Telegram;('5', '0', ' ');1
Telegram;('n', ' ', 'n');1
Telegram;(' ', 'n', 'e');2
Telegram;('n', 'e', 'w');1
Telegram;('e', 'w', ' ');2
Telegram;('w', ' ', 'u');1
Telegram;('r', 's', ' ');3
Telegram;('s', ' ', 'f');3
Telegram;(' ', 'f', 'r');4
Telegram;('f', 'r', 'o');3
Telegram;('r', 'o', 'm');3
Telegram;('o', 'm', ' ');3
Telegram;('m', ' ', 'a');1
Telegram;(' ', 'a', 'r');1
Telegram;('a', 'r', 'o');1
Telegram;('r', 'o', 'u');2
Telegram;('o', 'u', 'n');2
Telegram;('u', 'n', 'd');1
Telegram;('n', 'd', ' ');4
Telegram;('d', ' ', 't');3
Telegram;('t', 'h', 'e');8
Telegram;('h', 'e', ' ');6
Telegram;('e', ' ', 'w');2
Telegram;(' ', 'w', 'o');1
Telegram;('w', 'o', 'r');1
Telegram;('o', 'r', 'l');1
Telegram;('r', 'l', 'd');1
Telegram;('l', 'd', ' ');1
Telegram;('d', ' ', 'j');1
Telegram;(' ', 'j', 'o');2
Telegram;('j', 'o', 'i');2
Telegram;('o', 'i', 'n');3
Telegram;('i', 'n', 'e');2
Telegram;('n', 'e', 'd');3
Telegram;('d', ' ', 'T');1
Telegram;(' ', 'T', 'e');4
Telegram;('a', 'm', '.');3
Telegram;('m', '.', '\\');1
Telegram;('.', '\\', 'n');12
Telegram;('\\', 'n', '\\');9
Telegram;('n', '\\', 'n');9
Telegram;('\\', 'n', 'T');3
Telegram;('n', 'T', 'h');1
Telegram;('T', 'h', 'a');1
Telegram;('a', 'n', 'k');1
Telegram;('n', 'k', ' ');1
Telegram;('k', ' ', 'y');1
Telegram;(' ', 'y', 'o');11
