Sender;Ngram;Count
blondtrip24;('t', 'h');7
blondtrip24;('h', ' ');4
blondtrip24;(' ', 't');16
blondtrip24;('h', 'i');2
blondtrip24;('i', 's');5
blondtrip24;(' ', 's');21
blondtrip24;('s', 'o');9
blondtrip24;('o', 'c');1
blondtrip24;('c', 'i');1
blondtrip24;('i', 'a');1
blondtrip24;('a', 'l');4
blondtrip24;('o', 'l');2
blondtrip24;('l', 'a');3
blondtrip24;('a', 't');9
blondtrip24;('t', 'i');8
blondtrip24;(' ', 'q');2
blondtrip24;('q', 'u');2
blondtrip24;('u', 'a');1
blondtrip24;('a', 'r');5
blondtrip24;('r', 'a');2
blondtrip24;('n', 'e');10
blondtrip24;('e', ',');1
blondtrip24;('w', 'h');4
blondtrip24;(' ', 'd');6
blondtrip24;('d', 'o');6
blondtrip24;('n', '?');2
blondtrip24;(' ', 'W');3
blondtrip24;('W', 'h');2
blondtrip24;(' ', 'l');7
blondtrip24;('l', 'i');5
blondtrip24;('i', 'k');3
blondtrip24;('k', 'e');6
blondtrip24;('t', 'o');8
blondtrip24;('s', 't');4
blondtrip24;('a', 'y');2
blondtrip24;('s', 'a');4
blondtrip24;('o', 'r');9
blondtrip24;('r', 't');3
blondtrip24;('a', ' ');14
blondtrip24;('w', 'o');3
blondtrip24;('m', 'a');6
blondtrip24;(' ', '2');3
blondtrip24;('2', '?');1
blondtrip24;('i', 'm');3
blondtrip24;('o', 't');4
blondtrip24;('b', 'o');1
blondtrip24;('u', "'");2
blondtrip24;("'", 'r');1
blondtrip24;('g', 'e');6
blondtrip24;('e', 't');5
blondtrip24;('w', 'e');1
blondtrip24;('e', 'i');1
blondtrip24;('r', 'd');2
blondtrip24;('o', '.');1
blondtrip24;('.', '.');15
blondtrip24;('.', ' ');12
blondtrip24;('t', 'e');3
blondtrip24;('e', 'v');2
blondtrip24;('r', '.');1
blondtrip24;(' ', 'S');1
blondtrip24;('S', 'u');1
blondtrip24;('u', 'p');1
blondtrip24;('p', 'p');1
blondtrip24;('p', 'o');1
blondtrip24;('o', 's');2
blondtrip24;('s', 'e');6
blondtrip24;('a', 's');2
blondtrip24;('s', 'k');1
blondtrip24;('k', ' ');3
blondtrip24;('t', 'r');1
blondtrip24;('a', 'i');1
blondtrip24;('i', 'g');3
blondtrip24;('g', 'h');3
blondtrip24;('h', 't');3
blondtrip24;('t', 'f');1
blondtrip24;('f', 'o');1
blondtrip24;('r', 'w');1
blondtrip24;('w', 'a');4
blondtrip24;('u', 'e');1
blondtrip24;('e', 's');4
blondtrip24;('e', 'o');1
blondtrip24;(' ', 'k');2
blondtrip24;('k', 'n');2
blondtrip24;('w', 's');1
blondtrip24;('s', 'f');1
blondtrip24;('f', 'y');1
blondtrip24;('d', 'y');1
blondtrip24;('y', '.');1
blondtrip24;(' ', 'H');2
blondtrip24;('H', 'a');1
blondtrip24;(' ', 'e');1
blondtrip24;('r', 'g');1
blondtrip24;('g', 'a');3
blondtrip24;('s', 'm');1
blondtrip24;(' ', ';');2
blondtrip24;(';', 'X');1
blondtrip24;('X', '?');1
blondtrip24;('a', 'h');2
blondtrip24;('W', 'i');1
blondtrip24;('s', 'h');2
blondtrip24;('u', 'l');2
blondtrip24;('l', 'd');2
blondtrip24;('e', 'x');2
blondtrip24;('x', 't');1
blondtrip24;(';', ')');1
blondtrip24;(')', ' ');1
blondtrip24;('i', 'f');1
blondtrip24;('f', ' ');4
blondtrip24;('c', 'l');1
blondtrip24;('a', 'x');1
blondtrip24;('x', '?');2
blondtrip24;('l', 'o');1
blondtrip24;('l', 'r');1
blondtrip24;('r', 'i');2
blondtrip24;('a', 'm');1
blondtrip24;('u', '.');2
blondtrip24;(' ', 'f');1
blondtrip24;('f', 'a');1
blondtrip24;('n', 'c');2
blondtrip24;('c', 'y');1
blondtrip24;('l', 's');1
blondtrip24;('u', 'n');1
blondtrip24;('c', 'h');3
blondtrip24;('o', 'f');3
blondtrip24;('o', 'o');1
blondtrip24;('s', '?');1
blondtrip24;('I', "'");1
blondtrip24;("'", 'm');2
blondtrip24;('i', 'l');1
blondtrip24;('r', 'n');2
blondtrip24;('n', 'y');1
blondtrip24;('a', '.');1
blondtrip24;('n', 'n');2
blondtrip24;('n', 'a');4
blondtrip24;('e', 'e');4
blondtrip24;('m', 'o');3
blondtrip24;(' ', 'p');2
blondtrip24;('p', 'i');1
blondtrip24;('i', 'x');1
blondtrip24;('e', 'l');2
blondtrip24;('l', 'l');3
blondtrip24;('s', 'u');2
blondtrip24;('u', 'g');1
blondtrip24;('t', '.');1
blondtrip24;(' ', 'T');1
blondtrip24;('T', 'e');1
blondtrip24;("'", 'd');1
blondtrip24;('2', ' ');2
blondtrip24;('e', '.');4
blondtrip24;('c', ' ');1
blondtrip24;('?', '?');2
blondtrip24;(' ', 'U');1
blondtrip24;('U', ' ');1
blondtrip24;('t', '?');1
blondtrip24;(' ', 'G');1
blondtrip24;('G', 'i');1
blondtrip24;('i', 'v');1
blondtrip24;('a', 'k');3
blondtrip24;('e', 'a');2
blondtrip24;('l', 'y');2
blondtrip24;('x', 'y');1
blondtrip24;('e', '!');1
blondtrip24;('!', ' ');1
blondtrip24;('i', "'");1
blondtrip24;('t', 'l');1
blondtrip24;('t', 'u');1
blondtrip24;('n', '.');1
blondtrip24;('b', 'a');2
blondtrip24;('c', 'k');2
blondtrip24;('s', 'i');1
blondtrip24;('i', 'd');1
blondtrip24;('c', 'a');1
blondtrip24;('e', 'm');1
blondtrip24;('c', 'u');2
blondtrip24;('w', '.');1
blondtrip24;('p', 'a');1
blondtrip24;('a', 'g');1
blondtrip24;('n', 'v');1
blondtrip24;('v', 'i');1
blondtrip24;('H', 'e');1
blondtrip24;('e', 'y');1
blondtrip24;('a', 'f');1
blondtrip24;('f', 'e');1
blondtrip24;('.', 'c');1
blondtrip24;('m', '/');1
blondtrip24;('/', 'b');1
blondtrip24;('d', 'b');1
blondtrip24;('b', 'e');1
blondtrip24;('h', '2');1
blondtrip24;('2', '0');1
blondtrip24;('0', '?');1
blondtrip24;('?', '2');1
blondtrip24;('2', 'E');1
blondtrip24;('E', 'r');1
blondtrip24;('r', '8');1
blondtrip24;('8', 'b');1
blondtrip24;('b', 'T');1
blondtrip24;('T', 'R');1
