Sender Names|Sender AppID|Recipient Names|Recipient AppID|Text|Timestamp|Direction
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Can I get some on the side please???|31.03.2021 22:28:47 UTC+02:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|DoesnΓÇÖt work that way man|02.04.2021 15:55:28 UTC+02:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85||02.04.2021 15:55:28 UTC+02:00|Outgoing
|46736673785@s.whatsapp.net|Goldfinger|46702578150@s.whatsapp.net||24.02.2021 14:04:45 UTC+01:00  |Unknown
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ok team. Let's get rich ≡ƒñæ|24.02.2021 14:05:00 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Absolutely dude. Now go and get some gear for us to sell....|24.02.2021 14:11:21 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|LetΓÇÖs go go go|24.02.2021 18:47:47 UTC+01:00  |Outgoing
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||24.02.2021 18:48:13 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Walking now|24.02.2021 18:48:19 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Are u drunk≡ƒÿé|24.02.2021 18:49:21 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Maybe ≡ƒÖé|24.02.2021 19:47:35 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||24.02.2021 21:46:22 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||24.02.2021 22:00:06 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||24.02.2021 22:04:16 UTC+01:00  |Outgoing
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Got make enough dough for everything we want to buy ≡ƒÑ║|25.02.2021 08:30:54 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh yes≡ƒñ⌐|25.02.2021 09:49:23 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Correction... everything I want ≡ƒÿÄ≡ƒÿé|25.02.2021 09:51:16 UTC+01:00  |Outgoing
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|You are such a diva≡ƒÿ¥|25.02.2021 10:33:30 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒÿâ|25.02.2021 10:33:47 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|IΓÇÖm just who I am... take it or leave it|25.02.2021 13:30:33 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 13:34:53 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ha ha|25.02.2021 13:37:23 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Should I go in?|25.02.2021 13:37:40 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Might be something for us|25.02.2021 13:37:56 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Do it. Grab some goodies ≡ƒÿï|25.02.2021 13:38:02 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yes definitely. We need wheels|25.02.2021 13:40:05 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|ItΓÇÖs an old Volvo... could be good|25.02.2021 13:41:05 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Never seen one of them in Sweden ≡ƒÿà|25.02.2021 13:42:18 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|ThatΓÇÖs good though|25.02.2021 13:42:37 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yes|25.02.2021 13:43:45 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 14:10:06 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Got myself some GOLD ≡ƒÿë|25.02.2021 14:10:36 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Holy shot x100 zoom|25.02.2021 20:05:23 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shit this camera is awesome|25.02.2021 20:05:23 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shit... so good|25.02.2021 20:08:30 UTC+01:00  |Outgoing
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒæì|25.02.2021 20:17:57 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Just awesome|25.02.2021 20:26:37 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒñû|25.02.2021 20:29:36 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 20:30:49 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Stooooooop|25.02.2021 20:30:53 UTC+01:00  |Outgoing
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒñ⌐|25.02.2021 20:31:43 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Never≡ƒÿ¥|25.02.2021 20:32:13 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 20:32:35 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Hey where is the money?|25.02.2021 20:33:58 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 20:35:23 UTC+01:00  |Outgoing
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 20:36:17 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I think he has it≡ƒÿ¥|25.02.2021 20:36:35 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|https://www.bloomberg.com/news/articles/2021-02-24/swedish-pm-sees-high-risk-of-new-wave-of-covid-infections|25.02.2021 21:00:22 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Be careful OK...|25.02.2021 21:00:30 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Donald D is the shit|26.02.2021 08:45:21 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yes weΓÇÖll be careful|26.02.2021 08:45:54 UTC+01:00  |Outgoing
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Look what a beautiful drawing I found≡ƒÿé|26.02.2021 12:28:39 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|You are mental. I like it ≡ƒæî|26.02.2021 13:17:16 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Wonderful|26.02.2021 13:32:46 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|U wanna da bling baby?|26.02.2021 13:34:13 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yes mucho blingo fasto nowo|26.02.2021 13:47:55 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒÖé|26.02.2021 14:04:00 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||26.02.2021 14:04:06 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||26.02.2021 19:20:18 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Last night's haul was good|27.02.2021 09:38:16 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sweet ≡ƒÄé|27.02.2021 09:49:11 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|What's my cut of the profits then?|27.02.2021 09:49:27 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Off to sell the goodies today!|27.02.2021 10:17:42 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Arrived at the big house for the trade....|27.02.2021 10:55:32 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 11:07:39 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 11:07:53 UTC+01:00  |Outgoing
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I wonder what sort of music he likes?|27.02.2021 12:27:36 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|HOLLYWOOD baby...|27.02.2021 13:23:52 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Pay day bitches...|27.02.2021 13:45:08 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒÿä|27.02.2021 13:51:18 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ooh good shit≡ƒæî|27.02.2021 17:16:05 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒÿâ|27.02.2021 17:16:29 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 17:25:59 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Blagged this one earlier.|27.02.2021 17:26:07 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh looked great≡ƒæî|27.02.2021 17:31:23 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 19:52:46 UTC+01:00  |Outgoing
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 19:53:16 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Happy|27.02.2021 19:53:27 UTC+01:00  |Outgoing
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh yes|27.02.2021 19:53:39 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I havenΓÇÖt had any f-ing luck today........|27.02.2021 19:54:38 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 19:55:35 UTC+01:00  |Outgoing
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Maybe soon|27.02.2021 19:59:43 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Never mind. Let's keep looking.|27.02.2021 19:59:46 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sent on diff app|27.02.2021 20:00:12 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Roger that|27.02.2021 20:00:41 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|How much we get for this. Need a hand lifting it into the van....|28.02.2021 11:25:36 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|IΓÇÖll be there shortly|28.02.2021 11:33:43 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|https://www.guldbrev.se/salja-guld/salja-guldsmycken/?dv_adwords_campaign=9736389597&dv_adwords_network=g&dv_adwords_target=kwd-355739533321&gclid=EAIaIQobChMI9fKCq-KM7wIV2UiRBR0ajwgSEAAYASABEgIYJfD_BwE&gclsrc=aw.ds|28.02.2021 15:18:26 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Swedish place to sell...but they need a registered address ≡ƒÿÆ|28.02.2021 15:19:10 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒæì|28.02.2021 17:00:11 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|At a nice restaurant since I've got some money now≡ƒæî|28.02.2021 18:05:25 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Cool order me a pizza|28.02.2021 18:07:22 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|You wish≡ƒÿ¥|28.02.2021 18:08:43 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Pizza a la Twilight sister|28.02.2021 18:49:27 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ah nice. You pay in Bitcoin for the ≡ƒìò ≡ƒÿÄ|28.02.2021 19:40:22 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Looks so yummy|01.03.2021 09:25:06 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Burn baby burn ≡ƒöÑ|01.03.2021 18:40:57 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sadly I did not pay in bitcoin. I'm not as cool as you≡ƒÿë≡ƒÿÄ|01.03.2021 21:36:25 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒÿà u cool. Just need more time|02.03.2021 08:33:17 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||02.03.2021 12:58:31 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Some nice sun for my coolness≡ƒÿÄ|02.03.2021 12:58:45 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Are you here too?|02.03.2021 13:16:18 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Better be careful around here...|02.03.2021 19:02:38 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yeah we must have just missed each other≡ƒÿà|03.03.2021 06:25:26 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 08:40:50 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ur man able to move this jewellery?|03.03.2021 08:41:01 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh nooo|03.03.2021 08:42:03 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Asking me?|03.03.2021 08:42:33 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|IΓÇÖll check with Bob|03.03.2021 08:42:46 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 08:42:59 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Got this one too need 1000kr for it...|03.03.2021 08:43:11 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Feels a bit much he says|03.03.2021 08:43:52 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|500:-|03.03.2021 08:43:58 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|SEK|03.03.2021 08:44:10 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Take it or leave it?|03.03.2021 08:45:46 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Now this one I want guys\nhttps://images.app.goo.gl/DAeMMFRGrKbpk96L8|03.03.2021 08:51:10 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|https://www.svtstatic.se/image/large/650/26327810/1586248536?format=auto&chromaSubSampling=false|03.03.2021 08:51:32 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|OK take it|03.03.2021 09:49:59 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Done|03.03.2021 13:05:25 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I think the cops are on to me|03.03.2021 13:05:48 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh no. Lay low dude. We need you on the team... don't get caught|03.03.2021 13:39:02 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Heading out looking for places with potential. Need a big score tonight. Wish me luck ≡ƒñ₧|03.03.2021 17:45:53 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 17:46:59 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Not sure I can fit through here ≡ƒÿä|03.03.2021 17:47:18 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Could take the bus?|03.03.2021 18:16:01 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 18:16:09 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|This place has a grand piano. Checked it out looks prime for some easy money|03.03.2021 18:23:28 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 18:44:27 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shadow man lurking in the dark, looking for easy money ≡ƒÆ░|03.03.2021 18:44:27 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sweet let's hit that one then!|03.03.2021 19:49:15 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒñû≡ƒñ⌐≡ƒÿä≡ƒæì|03.03.2021 19:53:49 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Go shadow Hunter go ≡ƒÿÄ|03.03.2021 20:21:09 UTC+01:00  |Outgoing
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shadow|03.03.2021 20:22:39 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh he's a shadowhunter now≡ƒæî|03.03.2021 20:37:02 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh yee super cool dude|04.03.2021 08:25:25 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yes you are≡ƒÿÄ|04.03.2021 08:30:02 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Check this slim guy out|04.03.2021 08:30:54 UTC+01:00  |Outgoing
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|That's the perfect dance for when I can go out and party again after corona|04.03.2021 08:31:50 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh yes. Those are the moves.|04.03.2021 08:32:18 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Perfect ≡ƒæî|04.03.2021 08:34:54 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|System player|04.03.2021 12:50:30 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒÿé|04.03.2021 12:50:40 UTC+01:00  |Outgoing
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Systembolaget (was what I wanted|04.03.2021 12:50:59 UTC+01:00  |Outgoing
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh yeeees|04.03.2021 14:03:19 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||04.03.2021 14:04:37 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Cool good intel thanks|04.03.2021 17:14:10 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Tonight's getaway vehicle bro|04.03.2021 17:15:02 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|The package has arrived. We will be able to brush off any issues now and get a clean getaway.  It's all word of mouth ≡ƒæä and oral b communication|04.03.2021 17:47:53 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|This place looks loaded ≡ƒÆ░|04.03.2021 18:27:51 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|We scored big tonight crew|04.03.2021 18:32:42 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Wow that's awesome|05.03.2021 09:52:10 UTC+01:00  |Incoming
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|≡ƒÆ░≡ƒæì|05.03.2021 11:09:58 UTC+01:00  |Incoming
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Moneyyyy|05.03.2021 11:18:42 UTC+01:00  |Incoming
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||05.03.2021 18:14:18 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Counting billions as we speak|05.03.2021 18:25:10 UTC+01:00  |Outgoing
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|This one is all alone in the woods and not overlooked. Easy target ≡ƒÄ»|05.03.2021 18:36:46 UTC+01:00  |Incoming
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sweet|05.03.2021 18:58:13 UTC+01:00  |Outgoing
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|This one is hot ≡ƒöÑ|05.03.2021 19:29:19 UTC+01:00  |Incoming
