Platform|Sender Name|Sender AppID|Recipient Name|Recipient AppID|Text|Timestamp|Direction|Attachments
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shit... so good|25.02.2021 20:08:30 UTC+01:00  |Outgoing|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|👍|25.02.2021 20:17:57 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Just awesome|25.02.2021 20:26:37 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|🤖|25.02.2021 20:29:36 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 20:30:49 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_343/6e799332-2e9d-454b-b9b9-70b943f3ea7e.png"", ""id"": 118}"
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Stooooooop|25.02.2021 20:30:53 UTC+01:00  |Outgoing|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|🤩|25.02.2021 20:31:43 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Never😝|25.02.2021 20:32:13 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 20:32:35 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_347/dfa9e006-cbd3-49c2-991a-0c7f78dc59f3.mp4"", ""id"": 122}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Hey where is the money?|25.02.2021 20:33:58 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 20:35:23 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_349/11f84890-b1b1-4d74-97ae-d6cc81157738.mp4"", ""id"": 124}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||25.02.2021 20:36:17 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_350/44c68dd7-fd16-4a9c-b8d1-7387f1be4b9e.mp4"", ""id"": 125}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I think he has it😝|25.02.2021 20:36:35 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|https://www.bloomberg.com/news/articles/2021-02-24/swedish-pm-sees-high-risk-of-new-wave-of-covid-infections|25.02.2021 21:00:22 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Be careful OK...|25.02.2021 21:00:30 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Donald D is the shit|26.02.2021 08:45:21 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yes we’ll be careful|26.02.2021 08:45:54 UTC+01:00  |Outgoing|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Look what a beautiful drawing I found😂|26.02.2021 12:28:39 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_356/0766b872-2a0b-4bb2-9600-03e41cb3ee06.jpg"", ""id"": 131}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|You are mental. I like it 👌|26.02.2021 13:17:16 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Wonderful|26.02.2021 13:32:46 UTC+01:00  |Outgoing|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|U wanna da bling baby?|26.02.2021 13:34:13 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_359/58afe3a4-41d9-4401-b275-8b6359aa525a.jpg"", ""id"": 134}"
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yes mucho blingo fasto nowo|26.02.2021 13:47:55 UTC+01:00  |Outgoing|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|🙂|26.02.2021 14:04:00 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||26.02.2021 14:04:06 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_362/9aa82d22-f7bd-4434-963e-1be3b2e4d024.mp4"", ""id"": 137}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||26.02.2021 19:20:18 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_363/613e4149-f008-4677-85bb-848022c6837d.jpg"", ""id"": 138}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Last night's haul was good|27.02.2021 09:38:16 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_364/215cda7c-5d82-4635-965e-a7625bd8fd31.jpg"", ""id"": 139}"
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sweet 🎂|27.02.2021 09:49:11 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|What's my cut of the profits then?|27.02.2021 09:49:27 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Off to sell the goodies today!|27.02.2021 10:17:42 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Arrived at the big house for the trade....|27.02.2021 10:55:32 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_368/8d636e4a-a670-45c9-a518-c4f3372ae543.jpg"", ""id"": 143}"
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 11:07:39 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_369/14e21784-37fd-4174-947a-ab18321f3fb5.jpg"", ""id"": 144}"
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 11:07:53 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_370/298cb437-cde4-4854-9bd5-620073450860.jpg"", ""id"": 145}"
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I wonder what sort of music he likes?|27.02.2021 12:27:36 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_371/bdda5578-cee3-4bdc-b4f9-263c3130244f.jpg"", ""id"": 146}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|HOLLYWOOD baby...|27.02.2021 13:23:52 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_372/94ac9019-bb15-4046-9e4d-77bd11c4d778.jpg"", ""id"": 147}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Pay day bitches...|27.02.2021 13:45:08 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_373/549cb228-72cb-47ac-a6f5-5de89e1f8544.jpg"", ""id"": 148}"
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|😄|27.02.2021 13:51:18 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ooh good shit👌|27.02.2021 17:16:05 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|😃|27.02.2021 17:16:29 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 17:25:59 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_377/c70a2713-79f0-4e7f-b030-a7e101bfe21b.jpg"", ""id"": 152}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Blagged this one earlier.|27.02.2021 17:26:07 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh looked great👌|27.02.2021 17:31:23 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 19:52:46 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_380/4a3f6fcb-7221-4d4c-99b5-74f16794ee8d.mp4"", ""id"": 155}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 19:53:16 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_381/cb513ecb-90e4-4fdb-b606-c451ff713f9a.mp4"", ""id"": 156}"
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Happy|27.02.2021 19:53:27 UTC+01:00  |Outgoing|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh yes|27.02.2021 19:53:39 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I haven’t had any f-ing luck today........|27.02.2021 19:54:38 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||27.02.2021 19:55:35 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_385/cefd4c2e-7231-4caa-b3de-ef265dc96dcd.mp4"", ""id"": 160}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Maybe soon|27.02.2021 19:59:43 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Never mind. Let's keep looking.|27.02.2021 19:59:46 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sent on diff app|27.02.2021 20:00:12 UTC+01:00  |Outgoing|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Roger that|27.02.2021 20:00:41 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|How much we get for this. Need a hand lifting it into the van....|28.02.2021 11:25:36 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_390/7924ab54-4350-4a8a-8389-b5ca45b4325f.jpg"", ""id"": 165}"
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I’ll be there shortly|28.02.2021 11:33:43 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|https://www.guldbrev.se/salja-guld/salja-guldsmycken/?dv_adwords_campaign=9736389597&dv_adwords_network=g&dv_adwords_target=kwd-355739533321&gclid=EAIaIQobChMI9fKCq-KM7wIV2UiRBR0ajwgSEAAYASABEgIYJfD_BwE&gclsrc=aw.ds|28.02.2021 15:18:26 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Swedish place to sell...but they need a registered address 😒|28.02.2021 15:19:10 UTC+01:00  |Outgoing|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|👍|28.02.2021 17:00:11 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|At a nice restaurant since I've got some money now👌|28.02.2021 18:05:25 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_395/3faa059e-1174-44d8-a28c-bed218281c49.jpg"", ""id"": 170}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Cool order me a pizza|28.02.2021 18:07:22 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|You wish😝|28.02.2021 18:08:43 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Pizza a la Twilight sister|28.02.2021 18:49:27 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_398/c3d2111f-4bea-4dc5-90fd-d6b913265af1.jpg"", ""id"": 173}"
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ah nice. You pay in Bitcoin for the 🍕 😎|28.02.2021 19:40:22 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Looks so yummy|01.03.2021 09:25:06 UTC+01:00  |Outgoing|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Burn baby burn 🔥|01.03.2021 18:40:57 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_401/d935f449-4ad0-4f2d-b447-105cdf7eb163.jpg"", ""id"": 176}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sadly I did not pay in bitcoin. I'm not as cool as you😉😎|01.03.2021 21:36:25 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|😅 u cool. Just need more time|02.03.2021 08:33:17 UTC+01:00  |Incoming|
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||02.03.2021 12:58:31 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_404/0dd9b03c-5633-4401-b2c3-5b0cfa2f37f2.jpg"", ""id"": 179}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Some nice sun for my coolness😎|02.03.2021 12:58:45 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Are you here too?|02.03.2021 13:16:18 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_406/be9b21ad-f291-48a1-903b-133d61b38646.jpg"", ""id"": 181}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Better be careful around here...|02.03.2021 19:02:38 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_407/bfa45b0c-1f27-4583-8046-db3ab2f9880d.jpg"", ""id"": 182}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yeah we must have just missed each other😅|03.03.2021 06:25:26 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 08:40:50 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_409/5bdb6be7-1e57-426b-8644-5a8b45e198d5.jpg"", ""id"": 184}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ur man able to move this jewellery?|03.03.2021 08:41:01 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh nooo|03.03.2021 08:42:03 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Asking me?|03.03.2021 08:42:33 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I’ll check with Bob|03.03.2021 08:42:46 UTC+01:00  |Outgoing|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 08:42:59 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_414/1d6fb40e-2d13-4321-8075-fc11bcb256af.jpg"", ""id"": 189}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Got this one too need 1000kr for it...|03.03.2021 08:43:11 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Feels a bit much he says|03.03.2021 08:43:52 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|500:-|03.03.2021 08:43:58 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|SEK|03.03.2021 08:44:10 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Take it or leave it?|03.03.2021 08:45:46 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Now this one I want guys https://images.app.goo.gl/DAeMMFRGrKbpk96L8|03.03.2021 08:51:10 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|https://www.svtstatic.se/image/large/650/26327810/1586248536?format=auto&chromaSubSampling=false|03.03.2021 08:51:32 UTC+01:00  |Outgoing|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|OK take it|03.03.2021 09:49:59 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Done|03.03.2021 13:05:25 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|I think the cops are on to me|03.03.2021 13:05:48 UTC+01:00  |Outgoing|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh no. Lay low dude. We need you on the team... don't get caught|03.03.2021 13:39:02 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Heading out looking for places with potential. Need a big score tonight. Wish me luck 🤞|03.03.2021 17:45:53 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_426/c7d031ed-3010-40c2-a7c2-82f994800358.jpg"", ""id"": 201}"
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 17:46:59 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_427/57295ab5-2379-4613-b9dd-e12ba743a199.jpg"", ""id"": 202}"
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Not sure I can fit through here 😄|03.03.2021 17:47:18 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Could take the bus?|03.03.2021 18:16:01 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 18:16:09 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_430/b5880243-fcca-4166-88d8-f34e2c75f789.jpg"", ""id"": 205}"
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|This place has a grand piano. Checked it out looks prime for some easy money|03.03.2021 18:23:28 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_431/32498dd2-4929-484b-b87c-074166aebf92.jpg"", ""id"": 206}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us||03.03.2021 18:44:27 UTC+01:00  |Incoming|
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shadow man lurking in the dark, looking for easy money 💰|03.03.2021 18:44:27 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_433/70014c96-71f1-4ef9-b9bf-7a52db6eea3b.jpg"", ""id"": 208}"
WhatsApp|46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sweet let's hit that one then!|03.03.2021 19:49:15 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|🤖🤩😄👍|03.03.2021 19:53:49 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Go shadow Hunter go 😎|03.03.2021 20:21:09 UTC+01:00  |Outgoing|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shadow|03.03.2021 20:22:39 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_437/96c91514-7a8a-4094-8af2-8df9a8eb0143.mp4"", ""id"": 212}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh he's a shadowhunter now👌|03.03.2021 20:37:02 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh yee super cool dude|04.03.2021 08:25:25 UTC+01:00  |Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_439/c5ff6092-0b1f-41e7-aece-2f3dbce5526b.mp4"", ""id"": 214}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Yes you are😎|04.03.2021 08:30:02 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Check this slim guy out|04.03.2021 08:30:54 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_441/b5e2baa7-269e-425a-824b-b21bb434e831.mp4"", ""id"": 216}"
WhatsApp|Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|That's the perfect dance for when I can go out and party again after corona|04.03.2021 08:31:50 UTC+01:00  |Incoming|
WhatsApp|Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh yes. Those are the moves.|04.03.2021 08:32:18 UTC+01:00  |Incoming|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Perfect 👌|04.03.2021 08:34:54 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|System player|04.03.2021 12:50:30 UTC+01:00  |Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_445/571a415f-0f32-4b8e-a412-0e24db2ceeba.jpg"", ""id"": 220}"
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|😂|04.03.2021 12:50:40 UTC+01:00  |Outgoing|
WhatsApp|Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Systembolaget (was what I wanted|04.03.2021 12:50:59 UTC+01:00  |Outgoing|
